Volgorde;group_straatadvertenties/Foto_advertentie;Link Sciensano Server;group_straatadvertenties/Foto_advertentie_URL;Record_your_current_location;lat;lon;group_straatadvertenties/_Record_your_current_location_latitude;group_straatadvertenties/_Record_your_current_location_longitude;group_straatadvertenties/_Record_your_current_location_altitude;group_straatadvertenties/_Record_your_current_location_precision;_index;_parent_table_name;_parent_index;_submission__id;_submission__uuid;_submission__submission_time;_submission__validation_status;_submission__notes;_submission__status;_submission__submitted_by;_submission__tags;Type advertentie;public transport (Y/N);Promo char;Desc promo char;Premium offers;Desc premium offer;Nr food;Naam voedingsmiddel;Merk voedingsmiddel;Category (WHO);UPF;Gezond leven voedingscategorie;Gezond leven voorkeursindeling;Opmerkingen
31;1657015337621.jpg;\\sciensano.be\fs\1140_DATA\FCS\FCS\Projects\2020\Vla voedselomgeving\veldwerk\Ingevulde vragenlijsten\5.Voedingsadvertenties\2022_09_12\all_voedingsadvertenties_2022_09_12\1657015337621.jpg;https://kc.kobotoolbox.org/media/original?media_file=vincentsmets%2Fattachments%2F76984f0d65c94ad485e3350186899cc2%2F4c77ff59-78ba-4a2f-8ba4-090282796ceb%2F1657015337621.jpg;50.9218288 4.4290396 58.699999999999996 4.85;509.218.288;44.290.396;509.218.288;44.290.396;58.699.999.999.999.900;4.85;21;Voedingsadvertenties;2;167869274;4c77ff59-78ba-4a2f-8ba4-090282796ceb;2022-07-05T13:18:51;;;submitted_via_web;vincentsmets;;1;Y;1;tekeningen, CO2 neutraal;;;;Innocent sinaasappelsap ;Innocent;4a;1;3;C;
32;1657015355505.jpg;\\sciensano.be\fs\1140_DATA\FCS\FCS\Projects\2020\Vla voedselomgeving\veldwerk\Ingevulde vragenlijsten\5.Voedingsadvertenties\2022_09_12\all_voedingsadvertenties_2022_09_12\1657015355505.jpg;https://kc.kobotoolbox.org/media/original?media_file=vincentsmets%2Fattachments%2F76984f0d65c94ad485e3350186899cc2%2F4c77ff59-78ba-4a2f-8ba4-090282796ceb%2F1657015355505.jpg;50.9218181 4.4290159 58.4 3.9;509.218.181;44.290.159;509.218.181;44.290.159;58.4;3.9;22;Voedingsadvertenties;2;167869274;4c77ff59-78ba-4a2f-8ba4-090282796ceb;2022-07-05T13:18:51;;;submitted_via_web;vincentsmets;;1;Y;1;tekeningen, CO2 neutraal;;;;Innocent sinaasappelsap ;Innocent;4a;1;3;C;
33;1657017624596.jpg;\\sciensano.be\fs\1140_DATA\FCS\FCS\Projects\2020\Vla voedselomgeving\veldwerk\Ingevulde vragenlijsten\5.Voedingsadvertenties\2022_09_12\all_voedingsadvertenties_2022_09_12\1657017624596.jpg;https://kc.kobotoolbox.org/media/original?media_file=vincentsmets%2Fattachments%2F76984f0d65c94ad485e3350186899cc2%2F4c77ff59-78ba-4a2f-8ba4-090282796ceb%2F1657017624596.jpg;50.9308565 4.4235135 67.19999999999999 2.033;509.308.565;44.235.135;509.308.565;44.235.135;6.719.999.999.999.990;2.033;23;Voedingsadvertenties;2;167869274;4c77ff59-78ba-4a2f-8ba4-090282796ceb;2022-07-05T13:18:51;;;submitted_via_web;vincentsmets;;9;N;;;;;1;;Kasteel ;A;5;A;;
34;1657017624596.jpg;\\sciensano.be\fs\1140_DATA\FCS\FCS\Projects\2020\Vla voedselomgeving\veldwerk\Ingevulde vragenlijsten\5.Voedingsadvertenties\2022_09_12\all_voedingsadvertenties_2022_09_12\1657017624596.jpg;https://kc.kobotoolbox.org/media/original?media_file=vincentsmets%2Fattachments%2F76984f0d65c94ad485e3350186899cc2%2F4c77ff59-78ba-4a2f-8ba4-090282796ceb%2F1657017624596.jpg;50.9308565 4.4235135 67.19999999999999 2.033;509.308.565;44.235.135;509.308.565;44.235.135;6.719.999.999.999.990;2.033;23;Voedingsadvertenties;2;167869274;4c77ff59-78ba-4a2f-8ba4-090282796ceb;2022-07-05T13:18:51;;;submitted_via_web;vincentsmets;;9;N;;;;;2;;Stella artois;A;5;A;;
35;1657017624596.jpg;\\sciensano.be\fs\1140_DATA\FCS\FCS\Projects\2020\Vla voedselomgeving\veldwerk\Ingevulde vragenlijsten\5.Voedingsadvertenties\2022_09_12\all_voedingsadvertenties_2022_09_12\1657017624596.jpg;https://kc.kobotoolbox.org/media/original?media_file=vincentsmets%2Fattachments%2F76984f0d65c94ad485e3350186899cc2%2F4c77ff59-78ba-4a2f-8ba4-090282796ceb%2F1657017624596.jpg;50.9308565 4.4235135 67.19999999999999 2.033;509.308.565;44.235.135;509.308.565;44.235.135;6.719.999.999.999.990;2.033;23;Voedingsadvertenties;2;167869274;4c77ff59-78ba-4a2f-8ba4-090282796ceb;2022-07-05T13:18:51;;;submitted_via_web;vincentsmets;;9;N;;;;;3;;Leffe;A;5;A;;
36;1657017651374.jpg;\\sciensano.be\fs\1140_DATA\FCS\FCS\Projects\2020\Vla voedselomgeving\veldwerk\Ingevulde vragenlijsten\5.Voedingsadvertenties\2022_09_12\all_voedingsadvertenties_2022_09_12\1657017651374.jpg;https://kc.kobotoolbox.org/media/original?media_file=vincentsmets%2Fattachments%2F76984f0d65c94ad485e3350186899cc2%2F4c77ff59-78ba-4a2f-8ba4-090282796ceb%2F1657017651374.jpg;50.93092 4.4233826 61.9 2.116;5.093.092;44.233.826;5.093.092;44.233.826;61.9;2.116;24;Voedingsadvertenties;2;167869274;4c77ff59-78ba-4a2f-8ba4-090282796ceb;2022-07-05T13:18:51;;;submitted_via_web;vincentsmets;;6;N;;;;;;Schotels, kebab;Snack resto Yasmine;14;4;12;D;
37;1657017798292.jpg;\\sciensano.be\fs\1140_DATA\FCS\FCS\Projects\2020\Vla voedselomgeving\veldwerk\Ingevulde vragenlijsten\5.Voedingsadvertenties\2022_09_12\all_voedingsadvertenties_2022_09_12\1657017798292.jpg;https://kc.kobotoolbox.org/media/original?media_file=vincentsmets%2Fattachments%2F76984f0d65c94ad485e3350186899cc2%2F4c77ff59-78ba-4a2f-8ba4-090282796ceb%2F1657017798292.jpg;50.9309153 4.4251666 71.8 1.52;509.309.153;44.251.666;509.309.153;44.251.666;71.8;1.52;25;Voedingsadvertenties;2;167869274;4c77ff59-78ba-4a2f-8ba4-090282796ceb;2022-07-05T13:18:51;;;submitted_via_web;vincentsmets;;7;N;;;;;;;Vezir;NA;;NA;;
38;1657018111263.jpg;\\sciensano.be\fs\1140_DATA\FCS\FCS\Projects\2020\Vla voedselomgeving\veldwerk\Ingevulde vragenlijsten\5.Voedingsadvertenties\2022_09_12\all_voedingsadvertenties_2022_09_12\1657018111263.jpg;https://kc.kobotoolbox.org/media/original?media_file=vincentsmets%2Fattachments%2F76984f0d65c94ad485e3350186899cc2%2F4c77ff59-78ba-4a2f-8ba4-090282796ceb%2F1657018111263.jpg;50.9298583 4.427525 60.699999999999996 1.566;509.298.583;4.427.525;509.298.583;4.427.525;60.699.999.999.999.900;1.566;26;Voedingsadvertenties;2;167869274;4c77ff59-78ba-4a2f-8ba4-090282796ceb;2022-07-05T13:18:51;;;submitted_via_web;vincentsmets;;4;N;;;;;1;Zeewiersalade;Bio punt;16;4;ND;;
39;1657018111263.jpg;\\sciensano.be\fs\1140_DATA\FCS\FCS\Projects\2020\Vla voedselomgeving\veldwerk\Ingevulde vragenlijsten\5.Voedingsadvertenties\2022_09_12\all_voedingsadvertenties_2022_09_12\1657018111263.jpg;https://kc.kobotoolbox.org/media/original?media_file=vincentsmets%2Fattachments%2F76984f0d65c94ad485e3350186899cc2%2F4c77ff59-78ba-4a2f-8ba4-090282796ceb%2F1657018111263.jpg;50.9298583 4.427525 60.699999999999996 1.566;509.298.583;4.427.525;509.298.583;4.427.525;60.699.999.999.999.900;1.566;26;Voedingsadvertenties;2;167869274;4c77ff59-78ba-4a2f-8ba4-090282796ceb;2022-07-05T13:18:51;;;submitted_via_web;vincentsmets;;4;N;;;;;2;Kaas;Bio punt;8;3;9;C;
40;1657018111263.jpg;\\sciensano.be\fs\1140_DATA\FCS\FCS\Projects\2020\Vla voedselomgeving\veldwerk\Ingevulde vragenlijsten\5.Voedingsadvertenties\2022_09_12\all_voedingsadvertenties_2022_09_12\1657018111263.jpg;https://kc.kobotoolbox.org/media/original?media_file=vincentsmets%2Fattachments%2F76984f0d65c94ad485e3350186899cc2%2F4c77ff59-78ba-4a2f-8ba4-090282796ceb%2F1657018111263.jpg;50.9298583 4.427525 60.699999999999996 1.566;509.298.583;4.427.525;509.298.583;4.427.525;60.699.999.999.999.900;1.566;26;Voedingsadvertenties;2;167869274;4c77ff59-78ba-4a2f-8ba4-090282796ceb;2022-07-05T13:18:51;;;submitted_via_web;vincentsmets;;4;N;;;;;3;Vruchtensap;Bio punt;4a;4;3;C;
41;1657018157539.jpg;\\sciensano.be\fs\1140_DATA\FCS\FCS\Projects\2020\Vla voedselomgeving\veldwerk\Ingevulde vragenlijsten\5.Voedingsadvertenties\2022_09_12\all_voedingsadvertenties_2022_09_12\1657018157539.jpg;https://kc.kobotoolbox.org/media/original?media_file=vincentsmets%2Fattachments%2F76984f0d65c94ad485e3350186899cc2%2F4c77ff59-78ba-4a2f-8ba4-090282796ceb%2F1657018157539.jpg;50.9297204 4.4274135 66.8 1.833;509.297.204;44.274.135;509.297.204;44.274.135;66.8;1.833;27;Voedingsadvertenties;2;167869274;4c77ff59-78ba-4a2f-8ba4-090282796ceb;2022-07-05T13:18:51;;;submitted_via_web;vincentsmets;;6;N;;;;;;Pizza;;9;4;13;E;
42;1657018221155.jpg;\\sciensano.be\fs\1140_DATA\FCS\FCS\Projects\2020\Vla voedselomgeving\veldwerk\Ingevulde vragenlijsten\5.Voedingsadvertenties\2022_09_12\all_voedingsadvertenties_2022_09_12\1657018221155.jpg;https://kc.kobotoolbox.org/media/original?media_file=vincentsmets%2Fattachments%2F76984f0d65c94ad485e3350186899cc2%2F4c77ff59-78ba-4a2f-8ba4-090282796ceb%2F1657018221155.jpg;50.930083 4.4271115 58.5 1.64;50.930.083;44.271.115;50.930.083;44.271.115;58.5;1.64;28;Voedingsadvertenties;2;167869274;4c77ff59-78ba-4a2f-8ba4-090282796ceb;2022-07-05T13:18:51;;;submitted_via_web;vincentsmets;;9;N;1;Jupiler stier;;;1;;Jupiler;A;5;A;;
43;1657018221155.jpg;\\sciensano.be\fs\1140_DATA\FCS\FCS\Projects\2020\Vla voedselomgeving\veldwerk\Ingevulde vragenlijsten\5.Voedingsadvertenties\2022_09_12\all_voedingsadvertenties_2022_09_12\1657018221155.jpg;https://kc.kobotoolbox.org/media/original?media_file=vincentsmets%2Fattachments%2F76984f0d65c94ad485e3350186899cc2%2F4c77ff59-78ba-4a2f-8ba4-090282796ceb%2F1657018221155.jpg;50.930083 4.4271115 58.5 1.64;50.930.083;44.271.115;50.930.083;44.271.115;58.5;1.64;28;Voedingsadvertenties;2;167869274;4c77ff59-78ba-4a2f-8ba4-090282796ceb;2022-07-05T13:18:51;;;submitted_via_web;vincentsmets;;7;N;;;;;2;;T´Stropelleke;NA;;NA;;
44;1657018243150.jpg;\\sciensano.be\fs\1140_DATA\FCS\FCS\Projects\2020\Vla voedselomgeving\veldwerk\Ingevulde vragenlijsten\5.Voedingsadvertenties\2022_09_12\all_voedingsadvertenties_2022_09_12\1657018243150.jpg;https://kc.kobotoolbox.org/media/original?media_file=vincentsmets%2Fattachments%2F76984f0d65c94ad485e3350186899cc2%2F4c77ff59-78ba-4a2f-8ba4-090282796ceb%2F1657018243150.jpg;50.9300977 4.4269557 55.599999999999994 1.58;509.300.977;44.269.557;509.300.977;44.269.557;55.599.999.999.999.900;1.58;29;Voedingsadvertenties;2;167869274;4c77ff59-78ba-4a2f-8ba4-090282796ceb;2022-07-05T13:18:51;;;submitted_via_web;vincentsmets;;9;N;;;;;1;;Leffe;A;5;A;;
45;1657018243150.jpg;\\sciensano.be\fs\1140_DATA\FCS\FCS\Projects\2020\Vla voedselomgeving\veldwerk\Ingevulde vragenlijsten\5.Voedingsadvertenties\2022_09_12\all_voedingsadvertenties_2022_09_12\1657018243150.jpg;https://kc.kobotoolbox.org/media/original?media_file=vincentsmets%2Fattachments%2F76984f0d65c94ad485e3350186899cc2%2F4c77ff59-78ba-4a2f-8ba4-090282796ceb%2F1657018243150.jpg;50.9300977 4.4269557 55.599999999999994 1.58;509.300.977;44.269.557;509.300.977;44.269.557;55.599.999.999.999.900;1.58;29;Voedingsadvertenties;2;167869274;4c77ff59-78ba-4a2f-8ba4-090282796ceb;2022-07-05T13:18:51;;;submitted_via_web;vincentsmets;;6;N;;;;;2;;T´Stropelleke;NA;;NA;;
46;1657018264072.jpg;\\sciensano.be\fs\1140_DATA\FCS\FCS\Projects\2020\Vla voedselomgeving\veldwerk\Ingevulde vragenlijsten\5.Voedingsadvertenties\2022_09_12\all_voedingsadvertenties_2022_09_12\1657018264072.jpg;https://kc.kobotoolbox.org/media/original?media_file=vincentsmets%2Fattachments%2F76984f0d65c94ad485e3350186899cc2%2F4c77ff59-78ba-4a2f-8ba4-090282796ceb%2F1657018264072.jpg;50.9301223 4.4269133 59.099999999999994 1.733;509.301.223;44.269.133;509.301.223;44.269.133;59.099.999.999.999.900;1.733;30;Voedingsadvertenties;2;167869274;4c77ff59-78ba-4a2f-8ba4-090282796ceb;2022-07-05T13:18:51;;;submitted_via_web;vincentsmets;;9;N;;;;;1;;Stella artois;A;5;A;;
47;1657018264072.jpg;\\sciensano.be\fs\1140_DATA\FCS\FCS\Projects\2020\Vla voedselomgeving\veldwerk\Ingevulde vragenlijsten\5.Voedingsadvertenties\2022_09_12\all_voedingsadvertenties_2022_09_12\1657018264072.jpg;https://kc.kobotoolbox.org/media/original?media_file=vincentsmets%2Fattachments%2F76984f0d65c94ad485e3350186899cc2%2F4c77ff59-78ba-4a2f-8ba4-090282796ceb%2F1657018264072.jpg;50.9301223 4.4269133 59.099999999999994 1.733;509.301.223;44.269.133;509.301.223;44.269.133;59.099.999.999.999.900;1.733;30;Voedingsadvertenties;2;167869274;4c77ff59-78ba-4a2f-8ba4-090282796ceb;2022-07-05T13:18:51;;;submitted_via_web;vincentsmets;;9;N;;;;;2;;Maes;A;5;A;;
48;1657018302080.jpg;\\sciensano.be\fs\1140_DATA\FCS\FCS\Projects\2020\Vla voedselomgeving\veldwerk\Ingevulde vragenlijsten\5.Voedingsadvertenties\2022_09_12\all_voedingsadvertenties_2022_09_12\1657018302080.jpg;https://kc.kobotoolbox.org/media/original?media_file=vincentsmets%2Fattachments%2F76984f0d65c94ad485e3350186899cc2%2F4c77ff59-78ba-4a2f-8ba4-090282796ceb%2F1657018302080.jpg;50.9302098 4.4264627 58.4 1.616;509.302.098;44.264.627;509.302.098;44.264.627;58.4;1.616;31;Voedingsadvertenties;2;167869274;4c77ff59-78ba-4a2f-8ba4-090282796ceb;2022-07-05T13:18:51;;;submitted_via_web;vincentsmets;;9;N;;;;;1;;Jupiler;A;5;A;;
49;1657018302080.jpg;\\sciensano.be\fs\1140_DATA\FCS\FCS\Projects\2020\Vla voedselomgeving\veldwerk\Ingevulde vragenlijsten\5.Voedingsadvertenties\2022_09_12\all_voedingsadvertenties_2022_09_12\1657018302080.jpg;https://kc.kobotoolbox.org/media/original?media_file=vincentsmets%2Fattachments%2F76984f0d65c94ad485e3350186899cc2%2F4c77ff59-78ba-4a2f-8ba4-090282796ceb%2F1657018302080.jpg;50.9302098 4.4264627 58.4 1.616;509.302.098;44.264.627;509.302.098;44.264.627;58.4;1.616;31;Voedingsadvertenties;2;167869274;4c77ff59-78ba-4a2f-8ba4-090282796ceb;2022-07-05T13:18:51;;;submitted_via_web;vincentsmets;;6;N;;;;;2;Doner - kebab resto;Gold Snack;14;4;12;D;
50;1657018302080.jpg;\\sciensano.be\fs\1140_DATA\FCS\FCS\Projects\2020\Vla voedselomgeving\veldwerk\Ingevulde vragenlijsten\5.Voedingsadvertenties\2022_09_12\all_voedingsadvertenties_2022_09_12\1657018302080.jpg;https://kc.kobotoolbox.org/media/original?media_file=vincentsmets%2Fattachments%2F76984f0d65c94ad485e3350186899cc2%2F4c77ff59-78ba-4a2f-8ba4-090282796ceb%2F1657018302080.jpg;50.9302098 4.4264627 58.4 1.616;509.302.098;44.264.627;509.302.098;44.264.627;58.4;1.616;31;Voedingsadvertenties;2;167869274;4c77ff59-78ba-4a2f-8ba4-090282796ceb;2022-07-05T13:18:51;;;submitted_via_web;vincentsmets;;9;N;;;;;3;;Kasteel ;A;5;A;;
51;1657018323026.jpg;\\sciensano.be\fs\1140_DATA\FCS\FCS\Projects\2020\Vla voedselomgeving\veldwerk\Ingevulde vragenlijsten\5.Voedingsadvertenties\2022_09_12\all_voedingsadvertenties_2022_09_12\1657018323026.jpg;https://kc.kobotoolbox.org/media/original?media_file=vincentsmets%2Fattachments%2F76984f0d65c94ad485e3350186899cc2%2F4c77ff59-78ba-4a2f-8ba4-090282796ceb%2F1657018323026.jpg;50.9302437 4.4263893 59.199999999999996 1.666;509.302.437;44.263.893;509.302.437;44.263.893;59.199.999.999.999.900;1.666;32;Voedingsadvertenties;2;167869274;4c77ff59-78ba-4a2f-8ba4-090282796ceb;2022-07-05T13:18:51;;;submitted_via_web;vincentsmets;;6;N;;;;;;Durum, doner, kebab;Gold Snack;14;4;12;D;
52;1657018341841.jpg;\\sciensano.be\fs\1140_DATA\FCS\FCS\Projects\2020\Vla voedselomgeving\veldwerk\Ingevulde vragenlijsten\5.Voedingsadvertenties\2022_09_12\all_voedingsadvertenties_2022_09_12\1657018341841.jpg;https://kc.kobotoolbox.org/media/original?media_file=vincentsmets%2Fattachments%2F76984f0d65c94ad485e3350186899cc2%2F4c77ff59-78ba-4a2f-8ba4-090282796ceb%2F1657018341841.jpg;50.9302304 4.4263047 56.9 1.75;509.302.304;44.263.047;509.302.304;44.263.047;56.9;1.75;33;Voedingsadvertenties;2;167869274;4c77ff59-78ba-4a2f-8ba4-090282796ceb;2022-07-05T13:18:51;;;submitted_via_web;vincentsmets;;6;N;;;;;;;Gold Snack;9;4;13;E;
53;1657018376392.jpg;\\sciensano.be\fs\1140_DATA\FCS\FCS\Projects\2020\Vla voedselomgeving\veldwerk\Ingevulde vragenlijsten\5.Voedingsadvertenties\2022_09_12\all_voedingsadvertenties_2022_09_12\1657018376392.jpg;https://kc.kobotoolbox.org/media/original?media_file=vincentsmets%2Fattachments%2F76984f0d65c94ad485e3350186899cc2%2F4c77ff59-78ba-4a2f-8ba4-090282796ceb%2F1657018376392.jpg;50.9303275 4.4259194 59.099999999999994 1.566;509.303.275;44.259.194;509.303.275;44.259.194;59.099.999.999.999.900;1.566;34;Voedingsadvertenties;2;167869274;4c77ff59-78ba-4a2f-8ba4-090282796ceb;2022-07-05T13:18:51;;;submitted_via_web;vincentsmets;;6;N;;;;;1;Ijs;Roosevelt;5;4;13;E;
54;1657018376392.jpg;\\sciensano.be\fs\1140_DATA\FCS\FCS\Projects\2020\Vla voedselomgeving\veldwerk\Ingevulde vragenlijsten\5.Voedingsadvertenties\2022_09_12\all_voedingsadvertenties_2022_09_12\1657018376392.jpg;https://kc.kobotoolbox.org/media/original?media_file=vincentsmets%2Fattachments%2F76984f0d65c94ad485e3350186899cc2%2F4c77ff59-78ba-4a2f-8ba4-090282796ceb%2F1657018376392.jpg;50.9303275 4.4259194 59.099999999999994 1.566;509.303.275;44.259.194;509.303.275;44.259.194;59.099.999.999.999.900;1.566;34;Voedingsadvertenties;2;167869274;4c77ff59-78ba-4a2f-8ba4-090282796ceb;2022-07-05T13:18:51;;;submitted_via_web;vincentsmets;;1;N;;;1, 2;Stem op favoriete terras via app, win 100.000 euro;2;;Lipton;4d;4;1;E;
55;1657018390134.jpg;\\sciensano.be\fs\1140_DATA\FCS\FCS\Projects\2020\Vla voedselomgeving\veldwerk\Ingevulde vragenlijsten\5.Voedingsadvertenties\2022_09_12\all_voedingsadvertenties_2022_09_12\1657018390134.jpg;https://kc.kobotoolbox.org/media/original?media_file=vincentsmets%2Fattachments%2F76984f0d65c94ad485e3350186899cc2%2F4c77ff59-78ba-4a2f-8ba4-090282796ceb%2F1657018390134.jpg;50.9303563 4.4258467 58.0 1.666;509.303.563;44.258.467;509.303.563;44.258.467;58;1.666;35;Voedingsadvertenties;2;167869274;4c77ff59-78ba-4a2f-8ba4-090282796ceb;2022-07-05T13:18:51;;;submitted_via_web;vincentsmets;;9;N;1;Jupiler stier;;;1;;Jupiler;A;5;A;;
56;1657018390134.jpg;\\sciensano.be\fs\1140_DATA\FCS\FCS\Projects\2020\Vla voedselomgeving\veldwerk\Ingevulde vragenlijsten\5.Voedingsadvertenties\2022_09_12\all_voedingsadvertenties_2022_09_12\1657018390134.jpg;https://kc.kobotoolbox.org/media/original?media_file=vincentsmets%2Fattachments%2F76984f0d65c94ad485e3350186899cc2%2F4c77ff59-78ba-4a2f-8ba4-090282796ceb%2F1657018390134.jpg;50.9303563 4.4258467 58.0 1.666;509.303.563;44.258.467;509.303.563;44.258.467;58;1.666;35;Voedingsadvertenties;2;167869274;4c77ff59-78ba-4a2f-8ba4-090282796ceb;2022-07-05T13:18:51;;;submitted_via_web;vincentsmets;;7;N;;;;;2;;Roosevelt;NA;;NA;;
57;1657018427215.jpg;\\sciensano.be\fs\1140_DATA\FCS\FCS\Projects\2020\Vla voedselomgeving\veldwerk\Ingevulde vragenlijsten\5.Voedingsadvertenties\2022_09_12\all_voedingsadvertenties_2022_09_12\1657018427215.jpg;https://kc.kobotoolbox.org/media/original?media_file=vincentsmets%2Fattachments%2F76984f0d65c94ad485e3350186899cc2%2F4c77ff59-78ba-4a2f-8ba4-090282796ceb%2F1657018427215.jpg;50.9302931 4.4258179 63.5 1.666;509.302.931;44.258.179;509.302.931;44.258.179;63.5;1.666;36;Voedingsadvertenties;2;167869274;4c77ff59-78ba-4a2f-8ba4-090282796ceb;2022-07-05T13:18:51;;;submitted_via_web;vincentsmets;;6;N;;;;;1;Ijs;Roosevelt;5;4;13;E;
58;1657018427215.jpg;\\sciensano.be\fs\1140_DATA\FCS\FCS\Projects\2020\Vla voedselomgeving\veldwerk\Ingevulde vragenlijsten\5.Voedingsadvertenties\2022_09_12\all_voedingsadvertenties_2022_09_12\1657018427215.jpg;https://kc.kobotoolbox.org/media/original?media_file=vincentsmets%2Fattachments%2F76984f0d65c94ad485e3350186899cc2%2F4c77ff59-78ba-4a2f-8ba4-090282796ceb%2F1657018427215.jpg;50.9302931 4.4258179 63.5 1.666;509.302.931;44.258.179;509.302.931;44.258.179;63.5;1.666;36;Voedingsadvertenties;2;167869274;4c77ff59-78ba-4a2f-8ba4-090282796ceb;2022-07-05T13:18:51;;;submitted_via_web;vincentsmets;;1;N;;;1, 2;Stem op favoriete terras via app, win 100.000 euro;2;;Lipton;4d;4;1;E;
59;1657018491338.jpg;\\sciensano.be\fs\1140_DATA\FCS\FCS\Projects\2020\Vla voedselomgeving\veldwerk\Ingevulde vragenlijsten\5.Voedingsadvertenties\2022_09_12\all_voedingsadvertenties_2022_09_12\1657018491338.jpg;https://kc.kobotoolbox.org/media/original?media_file=vincentsmets%2Fattachments%2F76984f0d65c94ad485e3350186899cc2%2F4c77ff59-78ba-4a2f-8ba4-090282796ceb%2F1657018491338.jpg;50.9300314 4.4255212 64.69999999999999 1.52;509.300.314;44.255.212;509.300.314;44.255.212;6.469.999.999.999.990;1.52;37;Voedingsadvertenties;2;167869274;4c77ff59-78ba-4a2f-8ba4-090282796ceb;2022-07-05T13:18:51;;;submitted_via_web;vincentsmets;;9;N;;;;;1;;Maes;A;5;A;;
60;1657018491338.jpg;\\sciensano.be\fs\1140_DATA\FCS\FCS\Projects\2020\Vla voedselomgeving\veldwerk\Ingevulde vragenlijsten\5.Voedingsadvertenties\2022_09_12\all_voedingsadvertenties_2022_09_12\1657018491338.jpg;https://kc.kobotoolbox.org/media/original?media_file=vincentsmets%2Fattachments%2F76984f0d65c94ad485e3350186899cc2%2F4c77ff59-78ba-4a2f-8ba4-090282796ceb%2F1657018491338.jpg;50.9300314 4.4255212 64.69999999999999 1.52;509.300.314;44.255.212;509.300.314;44.255.212;6.469.999.999.999.990;1.52;37;Voedingsadvertenties;2;167869274;4c77ff59-78ba-4a2f-8ba4-090282796ceb;2022-07-05T13:18:51;;;submitted_via_web;vincentsmets;;9;N;;;;;2;;Ciney;A;5;A;;
61;1657018491338.jpg;\\sciensano.be\fs\1140_DATA\FCS\FCS\Projects\2020\Vla voedselomgeving\veldwerk\Ingevulde vragenlijsten\5.Voedingsadvertenties\2022_09_12\all_voedingsadvertenties_2022_09_12\1657018491338.jpg;https://kc.kobotoolbox.org/media/original?media_file=vincentsmets%2Fattachments%2F76984f0d65c94ad485e3350186899cc2%2F4c77ff59-78ba-4a2f-8ba4-090282796ceb%2F1657018491338.jpg;50.9300314 4.4255212 64.69999999999999 1.52;509.300.314;44.255.212;509.300.314;44.255.212;6.469.999.999.999.990;1.52;37;Voedingsadvertenties;2;167869274;4c77ff59-78ba-4a2f-8ba4-090282796ceb;2022-07-05T13:18:51;;;submitted_via_web;vincentsmets;;9;N;;;;;3;XTRA;Cristal;A;5;A;;
62;1657018491338.jpg;\\sciensano.be\fs\1140_DATA\FCS\FCS\Projects\2020\Vla voedselomgeving\veldwerk\Ingevulde vragenlijsten\5.Voedingsadvertenties\2022_09_12\all_voedingsadvertenties_2022_09_12\1657018491338.jpg;https://kc.kobotoolbox.org/media/original?media_file=vincentsmets%2Fattachments%2F76984f0d65c94ad485e3350186899cc2%2F4c77ff59-78ba-4a2f-8ba4-090282796ceb%2F1657018491338.jpg;50.9300314 4.4255212 64.69999999999999 1.52;509.300.314;44.255.212;509.300.314;44.255.212;6.469.999.999.999.990;1.52;37;Voedingsadvertenties;2;167869274;4c77ff59-78ba-4a2f-8ba4-090282796ceb;2022-07-05T13:18:51;;;submitted_via_web;vincentsmets;;9;N;1;Palm paard;;;4;Speciale palm;Palm;A;5;A;;
63;1657018524861.jpg;\\sciensano.be\fs\1140_DATA\FCS\FCS\Projects\2020\Vla voedselomgeving\veldwerk\Ingevulde vragenlijsten\5.Voedingsadvertenties\2022_09_12\all_voedingsadvertenties_2022_09_12\1657018524861.jpg;https://kc.kobotoolbox.org/media/original?media_file=vincentsmets%2Fattachments%2F76984f0d65c94ad485e3350186899cc2%2F4c77ff59-78ba-4a2f-8ba4-090282796ceb%2F1657018524861.jpg;50.9300415 4.4253884 66.8 1.766;509.300.415;44.253.884;509.300.415;44.253.884;66.8;1.766;38;Voedingsadvertenties;2;167869274;4c77ff59-78ba-4a2f-8ba4-090282796ceb;2022-07-05T13:18:51;;;submitted_via_web;vincentsmets;;9;N;1;Palm paard;;;;Speciale palm;Palm;A;5;A;;
64;1657018584746.jpg;\\sciensano.be\fs\1140_DATA\FCS\FCS\Projects\2020\Vla voedselomgeving\veldwerk\Ingevulde vragenlijsten\5.Voedingsadvertenties\2022_09_12\all_voedingsadvertenties_2022_09_12\1657018584746.jpg;https://kc.kobotoolbox.org/media/original?media_file=vincentsmets%2Fattachments%2F76984f0d65c94ad485e3350186899cc2%2F4c77ff59-78ba-4a2f-8ba4-090282796ceb%2F1657018584746.jpg;50.9299133 4.4252669 63.099999999999994 1.8;509.299.133;44.252.669;509.299.133;44.252.669;63.099.999.999.999.900;1.8;39;Voedingsadvertenties;2;167869274;4c77ff59-78ba-4a2f-8ba4-090282796ceb;2022-07-05T13:18:51;;;submitted_via_web;vincentsmets;;9;N;;;;;1;;Duvel;A;5;A;;
